row_id,row_number,pdf_viewer_page,printed_page,page_local_row,region_image,arc_raw_pdf,arc_normalized,chord_raw_pdf_columns,chord_normalized,modern_formula_chord,difference_raw_pdf_columns,sixtieths_normalized,modern_formula_sixtieths_per_arc_minute,page_assignment_status,pdf_transcription_status,numeric_check_status,english_witness_status,notes
I.11.r014,14,,,,,,7°,,,"7;19,33",,,"0;01,02,44",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r015,15,,,,,,7°30′,,,"7;50,54",,,"0;01,02,42",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r016,16,,,,,,8°,,,"8;22,15",,,"0;01,02,42",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r017,17,,,,,,8°30′,,,"8;53,35",,,"0;01,02,40",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r018,18,,,,,,9°,,,"9;24,54",,,"0;01,02,38",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r019,19,,,,,,9°30′,,,"9;56,13",,,"0;01,02,38",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r020,20,,,,,,10°,,,"10;27,31",,,"0;01,02,36",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r021,21,,,,,,10°30′,,,"10;58,49",,,"0;01,02,36",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r022,22,,,,,,11°,,,"11;30,05",,,"0;01,02,32",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r023,23,,,,,,11°30′,,,"12;01,21",,,"0;01,02,32",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r024,24,,,,,,12°,,,"12;32,36",,,"0;01,02,30",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r025,25,,,,,,12°30′,,,"13;03,50",,,"0;01,02,28",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r026,26,,,,,,13°,,,"13;35,04",,,"0;01,02,28",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r027,27,,,,,,13°30′,,,"14;06,16",,,"0;01,02,24",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r028,28,,,,,,14°,,,"14;37,28",,,"0;01,02,24",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r029,29,,,,,,14°30′,,,"15;08,38",,,"0;01,02,20",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r030,30,,,,,,15°,,,"15;39,47",,,"0;01,02,18",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r031,31,,,,,,15°30′,,,"16;10,56",,,"0;01,02,18",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r032,32,,,,,,16°,,,"16;42,03",,,"0;01,02,14",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r033,33,,,,,,16°30′,,,"17;13,09",,,"0;01,02,12",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r034,34,,,,,,17°,,,"17;44,14",,,"0;01,02,10",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r035,35,,,,,,17°30′,,,"18;15,17",,,"0;01,02,06",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r036,36,,,,,,18°,,,"18;46,20",,,"0;01,02,06",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r037,37,,,,,,18°30′,,,"19;17,21",,,"0;01,02,02",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r038,38,,,,,,19°,,,"19;48,21",,,"0;01,02,00",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r039,39,,,,,,19°30′,,,"20;19,19",,,"0;01,01,56",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r040,40,,,,,,20°,,,"20;50,16",,,"0;01,01,54",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r041,41,,,,,,20°30′,,,"21;21,12",,,"0;01,01,52",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r042,42,,,,,,21°,,,"21;52,06",,,"0;01,01,48",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r043,43,,,,,,21°30′,,,"22;22,58",,,"0;01,01,44",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r044,44,,,,,,22°,,,"22;53,49",,,"0;01,01,42",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r045,45,,,,,,22°30′,,,"23;24,39",,,"0;01,01,40",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r046,46,,,,,,23°,,,"23;55,27",,,"0;01,01,36",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r047,47,,,,,,23°30′,,,"24;26,13",,,"0;01,01,32",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r048,48,,,,,,24°,,,"24;56,58",,,"0;01,01,30",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r049,49,,,,,,24°30′,,,"25;27,41",,,"0;01,01,26",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r050,50,,,,,,25°,,,"25;58,22",,,"0;01,01,22",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r051,51,,,,,,25°30′,,,"26;29,01",,,"0;01,01,18",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r052,52,,,,,,26°,,,"26;59,39",,,"0;01,01,16",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r053,53,,,,,,26°30′,,,"27;30,15",,,"0;01,01,12",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r054,54,,,,,,27°,,,"28;00,48",,,"0;01,01,06",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r055,55,,,,,,27°30′,,,"28;31,20",,,"0;01,01,04",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r056,56,,,,,,28°,,,"29;01,50",,,"0;01,01,00",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r057,57,,,,,,28°30′,,,"29;32,18",,,"0;01,00,56",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r058,58,,,,,,29°,,,"30;02,44",,,"0;01,00,52",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r059,59,,,,,,29°30′,,,"30;33,08",,,"0;01,00,48",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r060,60,,,,,,30°,,,"31;03,30",,,"0;01,00,44",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r061,61,,,,,,30°30′,,,"31;33,49",,,"0;01,00,38",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r062,62,,,,,,31°,,,"32;04,07",,,"0;01,00,36",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r063,63,,,,,,31°30′,,,"32;34,22",,,"0;01,00,30",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r064,64,,,,,,32°,,,"33;04,35",,,"0;01,00,26",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r065,65,,,,,,32°30′,,,"33;34,46",,,"0;01,00,22",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r066,66,,,,,,33°,,,"34;04,55",,,"0;01,00,18",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r067,67,,,,,,33°30′,,,"34;35,01",,,"0;01,00,12",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r068,68,,,,,,34°,,,"35;05,05",,,"0;01,00,08",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r069,69,,,,,,34°30′,,,"35;35,06",,,"0;01,00,02",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r070,70,,,,,,35°,,,"36;05,05",,,"0;00,59,58",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r071,71,,,,,,35°30′,,,"36;35,01",,,"0;00,59,52",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r072,72,,,,,,36°,,,"37;04,55",,,"0;00,59,48",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r073,73,,,,,,36°30′,,,"37;34,47",,,"0;00,59,44",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r074,74,,,,,,37°,,,"38;04,36",,,"0;00,59,38",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r075,75,,,,,,37°30′,,,"38;34,22",,,"0;00,59,32",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r076,76,,,,,,38°,,,"39;04,05",,,"0;00,59,26",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r077,77,,,,,,38°30′,,,"39;33,46",,,"0;00,59,22",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r078,78,,,,,,39°,,,"40;03,25",,,"0;00,59,18",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r079,79,,,,,,39°30′,,,"40;33,00",,,"0;00,59,10",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r080,80,,,,,,40°,,,"41;02,33",,,"0;00,59,06",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r081,81,,,,,,40°30′,,,"41;32,03",,,"0;00,59,00",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r082,82,,,,,,41°,,,"42;01,30",,,"0;00,58,54",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
I.11.r083,83,,,,,,41°30′,,,"42;30,54",,,"0;00,58,48",PENDING_PDF_ROW_ALIGNMENT,PENDING_PDF_ROW_TRANSCRIPTION,PENDING,NOT_USED,Modern formula values are QA witnesses only and may differ from Ptolemy's table by rounding; assign PDF page/row and fill raw PDF columns from Heiberg crop before using this row as source data.
